movie_title,movie_imdb_link,title_year,color,genres,plot_keywords,duration,language,country,content_rating,num_critic_for_reviews,num_user_for_reviews,director_name,imdb_score,budget,gross,movie_facebook_likes,director_facebook_likes,actor_1_name,actor_2_name,actor_3_name,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,num_voted_users,facenumber_in_poster,aspect_ratio
My Soul to TakeÂ ,http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1,2010,Color,Horror|Mystery|Thriller,evil|killer|murder|psychopath|serial killer,107,English,USA,R,160,136,Wes Craven,4.8,25000000,14637490,0,0,Frank Grillo,Emily Meade,Zena Grey,798,374,255,2537,16411,2,2.35
My Week with MarilynÂ ,http://www.imdb.com/title/tt1655420/?ref_=fn_tt_tt_1,2011,Color,Biography|Drama,actress|assistant director|blonde bombshell|movie star|wardrobe,99,English,UK,R,386,216,Simon Curtis,7,6400000,14597405,17000,64,Eddie Redmayne,Toby Jones,Julia Ormond,13000,2000,918,17204,71679,1,2.35
Nanny McPhee ReturnsÂ ,http://www.imdb.com/title/tt1415283/?ref_=fn_tt_tt_1,2010,Color,Comedy|Family|Fantasy,farm|magic|mother daughter relationship|overalls|title directed by female,109,English,UK,PG,97,59,Susanna White,6.1,35000000,28995450,0,24,Daniel Mays,Bill Bailey,Eros Vlahos,287,175,167,855,19230,5,2.35
Navy Seals vs. ZombiesÂ ,http://www.imdb.com/title/tt4511566/?ref_=fn_tt_tt_1,2015,Color,Action|Horror,building|infection|navy seal|shot through the head|zombie,97,English,USA,,21,14,Stanton Barrett,3.4,,,0,20,Mikal Vega,Michael Dudikoff,Ed Quinn,741,615,538,2849,928,1,
NebraskaÂ ,http://www.imdb.com/title/tt1821549/?ref_=fn_tt_tt_1,2013, Black and White,Adventure|Comedy|Drama,aging|billings montana|lincoln nebraska|nebraska|pickup truck,115,English,USA,R,433,274,Alexander Payne,7.8,12000000,17613460,28000,729,Devin Ratray,Bruce Dern,Will Forte,1000,844,622,3798,91082,0,2.35
Need for SpeedÂ ,http://www.imdb.com/title/tt2369135/?ref_=fn_tt_tt_1,2014,Color,Action|Crime|Drama|Thriller,cross country|custom car|illegal street racing|police officer crushed|street racing,132,English,USA,PG-13,327,346,Scott Waugh,6.5,66000000,43568507,32000,76,Rami Malek,Dominic Cooper,Ramon Rodriguez,3000,3000,464,7081,136954,1,2.35
Neighbors 2: Sorority RisingÂ ,http://www.imdb.com/title/tt4438848/?ref_=fn_tt_tt_1,2016,Color,Comedy,bare chested male|gay|gay best friend|gay man|gay marriage proposal,92,English,USA,R,177,111,Nicholas Stoller,6,35000000,55291815,0,89,ChloÃ« Grace Moretz,Ike Barinholtz,Kiersey Clemons,17000,329,190,17860,28041,0,2.35
NeighborsÂ ,http://www.imdb.com/title/tt2004420/?ref_=fn_tt_tt_1,2014,Color,Comedy,broken leg|friendship|jewish|topless female nudity|urination,97,English,USA,R,351,397,Nicholas Stoller,6.4,18000000,150056505,21000,89,Craig Roberts,Carla Gallo,Ike Barinholtz,920,798,329,2771,216581,3,2.35
NerveÂ ,http://www.imdb.com/title/tt3531824/?ref_=fn_tt_tt_1,2016,Color,Adventure|Crime|Mystery|Sci-Fi|Thriller,dare|game|knocked out|motorcycle|online game,96,English,USA,PG-13,86,35,Henry Joost,7.1,20000000,28876924,0,24,Samira Wiley,Marc John Jefferies,Emily Meade,646,441,374,1780,4303,0,
Never Back Down 2: The BeatdownÂ ,http://www.imdb.com/title/tt1754264/?ref_=fn_tt_tt_1,2011,Color,Action|Drama|Sport,bad cop|college|second part|sequel|wrestler,90,English,USA,R,23,30,Michael Jai White,5.8,3000000,,6000,2000,Michael Jai White,Alex Meraz,Jillian Murray,2000,606,454,3666,13599,3,1.85
Never Let Me GoÂ ,http://www.imdb.com/title/tt1334260/?ref_=fn_tt_tt_1,2010,Color,Drama|Romance|Sci-Fi,boarding school|childhood|love|love triangle|organ donation,103,English,UK,R,328,320,Mark Romanek,7.2,15000000,2412045,33000,132,Andrew Garfield,Charlie Rowe,Charlotte Rampling,10000,882,844,12867,109873,0,2.35
New Year's EveÂ ,http://www.imdb.com/title/tt1598822/?ref_=fn_tt_tt_1,2011,Color,Comedy|Romance,expecting|kiss|new year|new year's eve|singer,113,English,USA,PG-13,200,134,Garry Marshall,5.7,56000000,54540525,20000,0,Robert De Niro,Common,Seth Meyers,22000,988,307,23456,66579,15,1.85
NewlywedsÂ ,http://www.imdb.com/title/tt1880418/?ref_=fn_tt_tt_1,2011,Color,Comedy|Drama,written and directed by cast member,95,English,USA,Not Rated,14,14,Edward Burns,6.4,9000,4584,413,0,Kerry BishÃ©,Caitlin FitzGerald,Daniella Pineda,296,205,133,690,1338,1,
Night at the Museum: Secret of the TombÂ ,http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1,2014,Color,Adventure|Comedy|Family|Fantasy,museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet,98,English,USA,PG,154,126,Shawn Levy,6.2,127000000,113733726,11000,189,Robin Williams,Rami Malek,Steve Coogan,49000,3000,1000,53587,67223,7,1.85
NightcrawlerÂ ,http://www.imdb.com/title/tt2872718/?ref_=fn_tt_tt_1,2014,Color,Crime|Drama|Thriller,employer employee relationship|ethics|journalism|sociopath|tv news,117,English,USA,R,534,552,Dan Gilroy,7.9,8500000,32279955,65000,66,Jake Gyllenhaal,Michael Papajohn,James Huang,15000,241,85,15554,293304,1,2.35
NikitaÂ             ,http://www.imdb.com/title/tt1592154/?ref_=fn_tt_tt_1,,Color,Action|Crime|Drama|Thriller,assassin|death|female protagonist|rogue|training,60,English,USA,,27,83,,7.7,,,0,,Melinda Clarke,Xander Berkeley,Aaron Stanford,787,485,346,2352,42402,1,16
Nine DeadÂ ,http://www.imdb.com/title/tt0959329/?ref_=fn_tt_tt_1,2010,Color,Crime|Drama|Horror|Mystery|Thriller,betrayal|car|connection|death|gun,83,English,USA,R,25,64,Chris Shadley,5.5,2000000,,0,0,Daniel Baldwin,William Lee Scott,Marc Macaulay,413,167,107,1149,9280,0,2.35
No EscapeÂ ,http://www.imdb.com/title/tt1781922/?ref_=fn_tt_tt_1,2015,Color,Action|Thriller,asia|fictional country|hotel|rebellion|revolution,103,English,USA,R,203,214,John Erick Dowdle,6.8,5000000,27285953,16000,66,Sterling Jerins,Claire Geare,Sahajak Boonthanakit,155,78,13,259,48675,0,1.85
No Good DeedÂ ,http://www.imdb.com/title/tt2011159/?ref_=fn_tt_tt_1,2014,Color,Crime|Thriller,home invasion|police officer shot|police officer shot in the chest|psychopath|three word title,84,English,USA,PG-13,58,84,Sam Miller,5.6,13200000,52543632,0,12,Leslie Bibb,Kate del Castillo,Henry Simmons,1000,345,334,2297,12676,2,2.35
No Strings AttachedÂ ,http://www.imdb.com/title/tt1411238/?ref_=fn_tt_tt_1,2011,Color,Comedy|Romance,ex girlfriend|funeral|hospital|male objectification|summer camp,108,English,USA,R,245,178,Ivan Reitman,6.2,25000000,70625986,24000,425,Natalie Portman,Greta Gerwig,Mindy Kaling,20000,962,766,22739,168717,1,2.35
No VacancyÂ ,http://www.imdb.com/title/tt1854582/?ref_=fn_tt_tt_1,2012,Color,Horror,motel|psychopath|psychopathic killer|road trip|vomiting,81,English,USA,R,14,21,Chris Stokes,4.2,4000000,,531,548,Kristen Quintrall,Rachel Sterling,Black Thomas,166,134,104,609,1561,0,
NoahÂ ,http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1,2014,Color,Action|Adventure|Drama,ark|flood|noah's ark|water|wrath of god,138,English,USA,PG-13,434,1240,Darren Aronofsky,5.8,125000000,101160529,71000,0,Anthony Hopkins,Emma Watson,Logan Lerman,12000,9000,8000,32355,200022,2,1.85
Non-StopÂ ,http://www.imdb.com/title/tt2024469/?ref_=fn_tt_tt_1,2014,Color,Action|Mystery|Thriller,air marshal|death|passenger|terrorist|transatlantic flight,106,English,UK,PG-13,359,384,Jaume Collet-Serra,7,50000000,91439400,24000,174,Liam Neeson,Nate Parker,Scoot McNairy,14000,664,660,16967,200647,0,2.35
Not CoolÂ ,http://www.imdb.com/title/tt3569356/?ref_=fn_tt_tt_1,2014,Color,Comedy,,93,English,USA,Not Rated,6,72,Shane Dawson,5.1,600000,35688,0,247,Shane Dawson,Kurt Angle,Cherami Leigh,247,217,152,954,4167,4,
Now Is GoodÂ ,http://www.imdb.com/title/tt1937264/?ref_=fn_tt_tt_1,2012,Color,Drama|Romance,death|dying|leukemia|teenage girl|terminal illness,103,English,UK,PG-13,48,54,Ol Parker,7.2,,,0,21,Jeremy Irvine,Olivia Williams,Paddy Considine,25000,766,680,26999,26863,3,2.35
Now You See Me 2Â ,http://www.imdb.com/title/tt3110958/?ref_=fn_tt_tt_1,2016,Color,Action|Adventure|Comedy|Crime|Mystery|Thriller,card trick|london england|magician|rain machine|rooftop,129,English,USA,PG-13,196,139,Jon M. Chu,6.9,90000000,64685359,15000,209,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,11000,11000,886,23031,40862,6,2.35
Now You See MeÂ ,http://www.imdb.com/title/tt1670345/?ref_=fn_tt_tt_1,2013,Color,Crime|Mystery|Thriller,bank|fbi|heist|interpol|magician,125,English,USA,PG-13,384,629,Louis Leterrier,7.3,75000000,117698894,105000,255,Morgan Freeman,Common,Michael Kelly,11000,988,963,13312,447979,6,2.35
N-SecureÂ ,http://www.imdb.com/title/tt1289419/?ref_=fn_tt_tt_1,2010,Color,Crime|Drama|Thriller,betrayal|family relationships|insecurity|murder|passive aggression,,English,USA,R,5,15,David M. Matthews,3.5,,2592808,588,8,Essence Atkins,Lamman Rucker,Tempestt Bledsoe,713,607,394,3137,548,5,2.35
Nurse 3DÂ ,http://www.imdb.com/title/tt1913166/?ref_=fn_tt_tt_1,2013,Color,Horror|Thriller,carnage|female nudity|purple panties|sexual attraction|shaved labia,84,English,USA,R,129,75,Douglas Aarniokoski,4.6,10000000,,0,36,Boris Kodjoe,Katrina Bowden,Kathleen Turner,1000,948,899,4686,7286,0,2.35
OblivionÂ ,http://www.imdb.com/title/tt1483013/?ref_=fn_tt_tt_1,2013,Color,Action|Adventure|Mystery|Sci-Fi,cabin in the woods|drone|flying through a thunderstorm|post apocalypse|sex in a pool,124,English,USA,PG-13,539,892,Joseph Kosinski,7,120000000,89021735,71000,364,Morgan Freeman,Tom Cruise,ZoÃ« Bell,11000,10000,1000,22004,387436,0,2.35
Obvious ChildÂ ,http://www.imdb.com/title/tt2910274/?ref_=fn_tt_tt_1,2014,Color,Comedy|Drama,abortion|divorced parents|one night stand|pregnancy|pregnant,84,English,USA,R,155,73,Gillian Robespierre,6.8,,3122616,0,9,Gaby Hoffmann,Jenny Slate,Jake Lacy,612,457,313,1587,16594,1,2.35
October BabyÂ ,http://www.imdb.com/title/tt1720182/?ref_=fn_tt_tt_1,2011,Color,Drama,abortion|anti choice|christian preach|malpractice|unprofessional conduct,107,English,USA,PG-13,40,82,Andrew Erwin,6.8,,5355847,0,10,Rachel Hendrix,Robert Amaya,Jason Burkey,544,264,245,1147,6110,1,
OculusÂ ,http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1,2013,Color,Horror|Mystery,home office|mirror|released from a mental hospital|trauma|video camera,104,English,USA,R,336,339,Mike Flanagan,6.5,5000000,27689474,23000,59,James Lafferty,Rory Cochrane,Garrett Ryan,972,407,202,2071,85688,0,2.35
Of Gods and MenÂ ,http://www.imdb.com/title/tt1588337/?ref_=fn_tt_tt_1,2010,Color,Drama,catholic church|community|monastery|monk|terrorist,122,French,France,PG-13,195,89,Xavier Beauvois,7.2,4000000,3950029,0,22,Lambert Wilson,Michael Lonsdale,Olivier Rabourdin,186,135,32,416,12411,0,2.35
Of Horses and MenÂ ,http://www.imdb.com/title/tt3074732/?ref_=fn_tt_tt_1,2013,Color,Comedy|Drama|Romance,barbed wire|barbed wire fence|horse|nature|snowstorm,81,Icelandic,Iceland,,66,7,Benedikt Erlingsson,6.9,10000000,11835,1000,4,Ingvar Eggert SigurÃ°sson,Charlotte BÃ¸ving,SigrÃ­Ã°ur MarÃ­a EgilsdÃ³ttir,63,10,5,81,1920,0,2.35
Olympus Has FallenÂ ,http://www.imdb.com/title/tt2302755/?ref_=fn_tt_tt_1,2013,Color,Action|Thriller,political thriller|politics|president|speaker of the house|u.s. president,119,English,USA,R,358,698,Antoine Fuqua,6.5,70000000,98895417,45000,845,Gerard Butler,Morgan Freeman,Radha Mitchell,18000,11000,992,31782,203154,3,2.35
On the RoadÂ ,http://www.imdb.com/title/tt0337692/?ref_=fn_tt_tt_1,2012,Color,Adventure|Drama,benzedrine|cactus|drugs|poem|year 1949,137,English,France,R,252,128,Walter Salles,6.1,25000000,717753,27000,179,Kristen Stewart,Viggo Mortensen,Kirsten Dunst,17000,10000,4000,33747,33107,4,2.35
Once Upon a Time in QueensÂ ,http://www.imdb.com/title/tt1639397/?ref_=fn_tt_tt_1,2013,,Comedy|Drama,,98,English,USA,R,9,7,Dave Rodriguez,6.3,1500000,,283,11,Chazz Palminteri,Michael Rapaport,Paul Sorvino,979,975,636,4036,291,2,1.89
One DayÂ ,http://www.imdb.com/title/tt1563738/?ref_=fn_tt_tt_1,2011,Color,Drama|Romance,23 year time span|accidental death|best friend|loss of loved one|male female friendship,107,English,USA,PG-13,221,181,Lone Scherfig,7,15000000,13766014,49000,92,Anne Hathaway,Jim Sturgess,Rafe Spall,11000,5000,358,17627,106111,0,2.35
One Direction: This Is UsÂ ,http://www.imdb.com/title/tt2515086/?ref_=fn_tt_tt_1,2013,Color,Documentary|Music,3 dimensional|concert footage|englishman abroad|reference to keith richards|reference to the doors,106,English,USA,PG,83,68,Morgan Spurlock,4.1,10000000,28873374,0,293,Harry Styles,Zayn Malik,Niall Horan,773,734,547,2787,22161,11,1.85
One for the MoneyÂ ,http://www.imdb.com/title/tt1598828/?ref_=fn_tt_tt_1,2012,Color,Action|Comedy|Crime|Romance|Thriller,bail bond|bounty hunter|jeans|shot in the butt|title directed by female,91,English,USA,PG-13,127,169,Julie Anne Robinson,5.3,40000000,26404753,19000,30,Fisher Stevens,Debbie Reynolds,Patrick Fischler,922,786,497,3301,34203,1,2.35
Only God ForgivesÂ ,http://www.imdb.com/title/tt1602613/?ref_=fn_tt_tt_1,2013,Color,Crime|Drama,brutal cop|drug dealer|punishment|thai boxing|vengeance,90,English,Denmark,R,440,475,Nicolas Winding Refn,5.7,4800000,778565,30000,0,Ryan Gosling,Kristin Scott Thomas,Yayaying Rhatha Phongam,33000,1000,428,34779,83234,1,1.85
Open RoadÂ ,http://www.imdb.com/title/tt1922679/?ref_=fn_tt_tt_1,2013,Color,Action|Drama|Thriller,dealer|drugs|killer|police,85,English,Brazil,,9,9,Marcio Garcia,5.5,3000000,,433,74,John Savage,Kristi Clainos,Emily Nelson,652,124,47,844,1370,3,2.35
Operation ChromiteÂ ,http://www.imdb.com/title/tt4939066/?ref_=fn_tt_tt_1,2016,Color,Action|Drama|History|War,,115,English,South Korea,,2,1,John H. Lee,6.8,12620000,31662,139,32,Liam Neeson,Dean Dawson,Jung-jae Lee,14000,81,29,14133,90,1,
OuijaÂ ,http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1,2014,Color,Fantasy|Horror,death of girlfriend|funeral|ghost|ouija|spirit,89,English,USA,PG-13,183,159,Stiles White,4.4,5000000,50820940,18000,10,Lin Shaye,Shelley Hennig,Daren Kagasoff,852,707,704,5056,31915,0,2.35
Our Brand Is CrisisÂ ,http://www.imdb.com/title/tt1018765/?ref_=fn_tt_tt_1,2015,Color,Comedy|Drama,bolivia|box office flop|inspired by documentary|presidential campaign|year 2002,107,English,USA,R,125,50,David Gordon Green,6.1,28000000,6998324,0,234,Dominic Flores,Zoe Kazan,Scoot McNairy,1000,962,660,3944,11476,2,1.85
Our Family WeddingÂ ,http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1,2010,Color,Comedy|Romance,california|love|marriage|wedding|wedding dress,103,English,USA,PG-13,71,20,Rick Famuyiwa,4.9,14000000,20246959,1000,44,America Ferrera,Lance Gross,Lupe Ontiveros,953,849,625,3299,5721,2,2.35
Our Idiot BrotherÂ ,http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,2011,Color,Comedy|Drama,art model|farmer|jail|nude model|three sisters,90,English,USA,R,179,115,Jesse Peretz,6.4,5000000,24809547,11000,37,Zooey Deschanel,Adam Scott,Steve Coogan,11000,3000,1000,15710,74875,1,1.85
Our Kind of TraitorÂ ,http://www.imdb.com/title/tt1995390/?ref_=fn_tt_tt_1,2016,Color,Thriller,based on novel|male frontal nudity|male nudity|male rear nudity,108,English,UK,R,134,21,Susanna White,6.4,,3108216,0,24,Radivoje Bukvic,Pawel Szajda,Grigoriy Dobrygin,150,104,100,540,2587,2,2.35
Out of InfernoÂ ,http://www.imdb.com/title/tt2957680/?ref_=fn_tt_tt_1,2013,Color,Action,,107,Chinese,China,PG-13,23,4,Danny Pang,5.7,,,124,15,Louis Koo,Angelica Lee,Ching Wan Lau,82,39,27,151,625,2,1.85
Out of the DarkÂ ,http://www.imdb.com/title/tt2872724/?ref_=fn_tt_tt_1,2014,Color,Horror|Thriller,haunted house,92,English,USA,R,40,18,LluÃ­s QuÃ­lez,4.7,,,844,0,Stephen Rea,Pixie Davies,Alejandro Furth,327,51,2,380,2621,3,2.35
Out of the FurnaceÂ ,http://www.imdb.com/title/tt1206543/?ref_=fn_tt_tt_1,2013,Color,Crime|Drama|Thriller,ambiguous ending|brother brother relationship|drug dealer|fight club|revenge,116,English,USA,R,288,231,Scott Cooper,6.8,22000000,11326836,17000,108,Christian Bale,Sam Shepard,Dendrie Taylor,23000,820,120,24134,83171,0,2.35
OutlanderÂ             ,http://www.imdb.com/title/tt3006802/?ref_=fn_tt_tt_1,,Color,Drama|Romance|Sci-Fi,based on novel|clan|scotland|scottish highlands|year 1743,64,English,USA,TV-MA,30,148,,8.5,,,31000,,Tobias Menzies,Graham McTavish,Stephen Walters,1000,531,184,1863,50391,8,16
Outside BetÂ ,http://www.imdb.com/title/tt1772422/?ref_=fn_tt_tt_1,2012,Color,Comedy,,101,English,UK,,4,3,Sacha Bennett,4.8,7500000,,223,22,Bob Hoskins,Jenny Agutter,Vincent Regan,5000,659,447,7206,243,3,
Oz the Great and PowerfulÂ ,http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,2013,Color,Adventure|Family|Fantasy,circus|magic|magician|oz|witch,130,English,USA,PG,525,511,Sam Raimi,6.4,215000000,234903076,60000,0,Tim Holmes,Mila Kunis,James Franco,44000,15000,11000,73441,175409,4,2.35
Oz the Great and PowerfulÂ ,http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,2013,Color,Adventure|Family|Fantasy,circus|magic|magician|oz|witch,130,English,USA,PG,525,511,Sam Raimi,6.4,215000000,234903076,60000,0,Tim Holmes,Mila Kunis,James Franco,44000,15000,11000,73441,175413,4,2.35
Pacific RimÂ ,http://www.imdb.com/title/tt1663662/?ref_=fn_tt_tt_1,2013,Color,Action|Adventure|Sci-Fi,giant monster|kaiju|pilot|portal|robot,131,English,USA,PG-13,575,1106,Guillermo del Toro,7,190000000,101785482,83000,0,Charlie Hunnam,Clifton Collins Jr.,Larry Joe Campbell,16000,968,919,19166,381148,0,1.85
PaddingtonÂ ,http://www.imdb.com/title/tt1109624/?ref_=fn_tt_tt_1,2014,Color,Animation|Comedy|Family|Fantasy,bear|ear wax cleaning|fake newsreel|paddington station london|taxidermist,95,English,UK,PG,224,174,Paul King,7.2,55000000,76137505,30000,17,Julie Walters,Matt Lucas,Sally Hawkins,838,722,594,3697,49207,0,2.35
Pain & GainÂ ,http://www.imdb.com/title/tt1980209/?ref_=fn_tt_tt_1,2013,Color,Comedy|Crime|Drama,american dream|bodybuilder|money|punch into the camera|reference to julia roberts,129,English,USA,R,335,287,Michael Bay,6.5,26000000,49874933,43000,0,Dwayne Johnson,Larry Hankin,Michael Rispoli,12000,412,385,13573,161168,4,2.35
Palo AltoÂ ,http://www.imdb.com/title/tt2479800/?ref_=fn_tt_tt_1,2013,Color,Drama,girls' soccer|high school|high school student|soccer coach|teenager,100,English,USA,R,117,61,Gia Coppola,6.3,,750100,0,71,James Franco,Nat Wolff,Olivia Crocicchia,11000,733,145,12234,19752,0,1.85
PanÂ ,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,2015,Color,Adventure|Family|Fantasy,1940s|child hero|fantasy world|orphan|reference to peter pan,111,English,USA,PG,256,186,Joe Wright,5.8,150000000,34964818,24000,456,Hugh Jackman,Cara Delevingne,Nonso Anozie,20000,548,394,21393,39956,4,2.35
PanÂ ,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,2015,Color,Adventure|Family|Fantasy,1940s|child hero|fantasy world|orphan|reference to peter pan,111,English,USA,PG,256,186,Joe Wright,5.8,150000000,34964818,24000,456,Hugh Jackman,Cara Delevingne,Nonso Anozie,20000,548,394,21393,39956,4,2.35
PanÂ ,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,2015,Color,Adventure|Family|Fantasy,1940s|child hero|fantasy world|orphan|reference to peter pan,111,English,USA,PG,256,186,Joe Wright,5.8,150000000,34964818,24000,456,Hugh Jackman,Cara Delevingne,Nonso Anozie,20000,559,394,21404,39975,4,2.35
Paper TownsÂ ,http://www.imdb.com/title/tt3622592/?ref_=fn_tt_tt_1,2015,Color,Drama|Mystery|Romance,based on novel|female neighbor|friendship|travel|trip,109,English,USA,PG-13,191,160,Jake Schreier,6.4,12000000,31990064,0,14,Nat Wolff,Cara Delevingne,Meg Crosbie,733,558,376,2753,63390,2,2.35
Paranormal Activity 2Â ,http://www.imdb.com/title/tt1536044/?ref_=fn_tt_tt_1,2010,Color,Horror,california|carlsbad california|house|nanny|security camera,98,English,USA,R,264,359,Tod Williams,5.7,3000000,84749884,14000,21,Sprague Grayden,Molly Ephraim,Micah Sloat,438,332,189,1081,82133,0,1.85
Paranormal Activity 3Â ,http://www.imdb.com/title/tt1778304/?ref_=fn_tt_tt_1,2011,Color,Horror,animate object|imaginary friend|reference to macgyver|whispering|woman wearing only a man's shirt,94,English,USA,R,251,314,Henry Joost,5.8,5000000,104007828,24000,24,Johanna Braddy,Sprague Grayden,Christopher Nicholas Smith,581,438,434,2371,76828,0,1.85
Paranormal Activity 4Â ,http://www.imdb.com/title/tt2109184/?ref_=fn_tt_tt_1,2012,Color,Horror,boy in a bathtub|demon|laptop computer|pulled underwater|walking in the dark,96,English,USA,R,248,247,Henry Joost,4.6,5000000,53884821,26000,24,Matt Shively,Brendon Eggertsen,Alisha Boe,235,119,113,799,51204,0,1.85
Paranormal Activity: The Marked OnesÂ ,http://www.imdb.com/title/tt2473682/?ref_=fn_tt_tt_1,2014,Color,Fantasy|Horror|Thriller,apartment|blood|demonic possession|neighbor|pentagram,101,English,USA,R,220,155,Christopher Landon,5,5000000,32453345,10000,52,Richard Cabral,Gloria Sandoval,Molly Ephraim,510,358,332,2161,31791,0,1.78
ParaNormanÂ ,http://www.imdb.com/title/tt1623288/?ref_=fn_tt_tt_1,2012,Color,Adventure|Animation|Comedy|Family|Fantasy,curse|ghost|outcast|witch|zombie,92,English,USA,PG,328,176,Chris Butler,7,60000000,55994557,12000,28,Anna Kendrick,Kodi Smit-McPhee,Elaine Stritch,10000,884,586,13597,72287,0,2.35
Parental GuidanceÂ ,http://www.imdb.com/title/tt1047540/?ref_=fn_tt_tt_1,2012,Color,Comedy|Family,chores|father figure|helicopter parents|in laws|punishment,105,English,USA,PG,139,107,Andy Fickman,6.1,25000000,77264926,0,99,Bailee Madison,Gedde Watanabe,Tom Everett Scott,3000,448,433,5740,21176,5,1.85
